board,from,to,results
r2kq2r/ppp2pp1/2nb1n2/3ppb2/1P5p/P2PP2P/1BPNNPP1/R2KQB1R w KQkq - 1 10,34,43,-1.0
1kr4r/pppb2pp/2nq4/4pp2/8/2NP2P1/PPP2PBP/1KR1Q2R w - - 5 13,52,43,0.0
1k1r4/ppp2bp1/2q1pp2/3p4/nb1P1PP1/2NPP3/PP1Q1B2/1K1R3B w - - 3 24,60,42,-1.0
r2q1rk1/pp2ppbp/1nn3p1/3p4/3P2b1/1P3NP1/PB2PPBP/RN1Q1RK1 w - - 3 12,58,30,-1.0
1k1rqb1r/pbp1nppp/1pn1p3/3p4/4P3/2NPBP2/PPP1N1PP/1KR1QB1R w - - 1 8,58,59,0.0
2kr1r2/pppb2pp/8/4p3/2B1P3/2P1R2P/P1P3P1/1K5R w - - 2 20,63,61,0.0
1kr5/ppp1n1b1/2Bp1n2/Q4p2/2RP1q2/1P3p2/PB4P1/1K1N4 w - - 2 23,46,52,-1.0
2k4r/pp5p/2p1nnp1/4p3/2P5/1PbNB1PP/P4PB1/4K2R w K - 0 19,25,18,1.0
r1bkq2r/ppp3b1/2np4/4ppP1/7P/3P4/PPP3B1/RN1KQ1NR w KQkq - 1 12,45,54,0.0
r3r1k1/p3qp1p/b1pbn1pP/8/Np1Pp1P1/4P3/PPPBNQ2/1K3R1R w - - 0 19,54,46,1.0
1kr1q1nr/pbp3pp/1pnp4/4pP2/1b6/2NP1N1P/PPPB1PP1/R2KQB1R w kq - 0 8,51,43,-1.0
r1bk1b1r/pppq2pp/3p1n2/2n1pp2/2P1P3/1PNP1P2/PB4PP/R2KQBNR w KQkq - 5 8,40,34,1.0
8/8/8/k6p/pR4b1/P7/1P1Kp3/8 w - - 8 59,33,32,0.0
1k5r/1p2n1N1/p2b4/5P2/2r3Pp/4P2P/1B4B1/1K5R w - - 0 31,58,26,-1.0
8/1kp3p1/1pq2b2/p6Q/P2r1P1p/1PN4P/1KP2B2/8 w - - 0 41,59,27,1.0
1r1r4/5k2/1pb1p2p/2p1Rp2/P2p1P2/1P3NP1/2P2K1P/3R4 w - - 0 30,55,47,0.0
rn1qkb1r/pb1ppp1p/1p3np1/8/3Q4/5NP1/PPP1PPBP/RNB2RK1 w kq - 1 7,62,45,1.0
rnbq1rk1/p1p1bppp/1p2pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 w - - 0 8,49,41,1.0
2q1brk1/1p2bpp1/p3p2p/3pN3/3PnB2/Pn1BP2P/1P2QPP1/1N3RK1 w - - 0 21,59,58,1.0
5qbk/1p4p1/4p1P1/3pR2P/p2N4/P1P3K1/1r6/4Q3 w - - 0 57,52,61,-1.0
8/4n3/2k5/p1pbp2p/6p1/2PPN1P1/P3N1P1/1K6 w - - 0 34,44,35,0.0
4r1k1/2q3pp/1pp1p3/p1Qpr3/P7/2P2RNP/6P1/R6K w - - 0 32,49,41,1.0
3r1rk1/pp3pp1/1q2pnp1/8/3R4/2P3N1/PP2QPPP/3R2K1 w - - 4 22,42,41,1.0
r1bkqbnr/ppp2ppp/8/3pn3/8/5N2/PPPPP1PP/RNBKQB1R w KQkq - 0 4,42,36,0.0
r2q1rk1/1p1nppbp/p2p2p1/n1p5/2PPP1b1/1P2BNP1/P3NPBP/R2Q1RK1 w - - 0 12,50,34,1.0
2rr2k1/1nq2pb1/4b1p1/pp2p2p/2P1P1nP/1P2NQN1/1BB2PP1/R3R1K1 w - - 1 28,45,30,-1.0
r2qkbnr/1b2pp1p/p1np2p1/1pp5/4P3/2NP2PN/PPP2PBP/R1BQ1RK1 w kq - 0 8,54,46,1.0
6k1/2q3pp/2b1p3/3p4/4p3/1P2P1P1/4QP1P/5BK1 w - - 0 33,36,50,1.0
8/k5p1/p7/P1pp4/4p1BP/2K1P1p1/6P1/5b2 w - - 3 41,33,5,1.0
8/2p1q3/1p4kp/p4pp1/P3n3/1PQ1R3/K1P4P/8 w - - 4 43,43,28,0.0
rnb1k2r/1pp2pp1/1n1p3p/p2Pp1q1/4P3/2N1QPN1/PPP3PP/2KR1B1R w kq - 1 12,59,38,0.0
3rr1k1/1p3pp1/p1p1pn1p/3p3q/PPPP4/3QP1P1/3N1PP1/2RR2K1 w - - 1 22,51,45,0.0
rrn5/3bk1pp/2p2n2/pp1p1p2/3PpN1P/PP2P3/2P2PP1/KNR2B1R w - - 0 20,61,52,-1.0
1k2qb1r/p1p3p1/2pp3p/4r3/4PNb1/4B3/PPP4P/1KR1QR2 w - - 2 18,51,60,1.0
8/8/6kP/2nn2BN/4pp2/5K2/8/8 w - - 0 55,36,28,0.0
k1r2bqr/ppB3pp/2n5/6N1/2b5/1P2Q3/P1P3PP/3RRK2 w - - 0 18,44,26,1.0
2kr4/1p3pp1/2pbb1n1/6q1/N2BP3/3B4/PPP2QpP/R6K w - - 0 23,23,14,1.0
rn1kqb1r/ppp2ppp/4bn2/4p1B1/4P3/8/PPP2PPP/RN1KQBNR w KQkq - 1 5,58,44,0.0
5k2/R7/4r2p/2p1B1p1/4q3/5N2/3R1K2/8 w - - 3 52,26,28,-1.0
8/kp1R4/2p5/p5P1/P3NK2/8/3p4/1r3n2 w - - 1 60,9,1,0.0
r1bq1rk1/pp1p1ppp/2n1pn2/b7/2PN4/P1N1P3/1PQ2PPP/R1B1KB1R w KQ - 1 9,57,42,0.0
8/1k6/4R3/1r6/3b1K2/8/8/8 w - - 0 83,34,33,0.0
2rr1bk1/p2qn3/bp3p1p/3ppPp1/1Q1pP1P1/3P3P/PPP1NBB1/2RR2K1 w - - 4 23,54,61,-1.0
k1r2b1r/pp3q2/2b2npp/2ppB3/4pP2/1P2P1N1/P1P2NPP/1KR1Q2R w - - 0 16,54,46,0.0
r4rk1/pp1qn1bp/2np2p1/3Npp2/1pP5/P1N3P1/3PPPKP/1RBQ1R2 w - - 0 15,34,25,1.0
1rbqr1k1/R1p2pb1/3p2n1/1pPPp1pp/1P2Pn2/1B2NN1P/1B3PPK/3QR3 w - - 0 26,47,39,1.0
8/1kb3Q1/1pn5/p1pb4/P7/2B5/1K6/8 w - - 22 70,25,42,0.0
1r1q1rk1/ppp1bppp/2n5/3p4/3P4/2PP1N2/P4PPP/1RBQR1K1 w - - 3 13,56,57,-1.0
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N4P/PPP2PP1/R1BQKBNR w KQkq - 1 5,61,54,0.0
4r1b1/1kpqB3/p7/Pp1pRp1p/3P1PpP/1P4P1/1KP5/4Q3 w - - 8 40,53,62,0.0
rnbqk2r/1pp1ppbp/p4np1/3p4/3P1B2/2N1PN2/PPP2PPP/R2QKB1R w KQkq - 1 6,61,54,0.0
4rk2/2pb1pp1/5r1p/p1P1n3/1p1N2nP/3P2B1/PPP3B1/1K2R2R w - - 7 28,58,51,-1.0
r2q2k1/4n1pp/p1N1pr2/8/1Pp2P2/P3B3/6PP/R4R1K w - - 0 25,33,26,1.0
4rb2/p1kn4/bpp2PRp/3p4/3P1P2/1P1P4/P7/1KB2R2 w - - 1 26,49,40,1.0
1rb1k2r/2p3p1/n4q2/2pPpP1p/1p5P/4B3/1P1QBPP1/R1R3K1 w k - 1 21,46,45,1.0
r1bq1rk1/p4pb1/1p2p2p/2p1N3/8/3P1N2/PP3PPP/2RQ1RK1 w - - 0 18,49,41,1.0
2b5/p7/2k5/p1Pp4/3Bp3/8/1KPP4/8 w - - 2 38,49,42,0.0
1kr3nr/1pp2ppp/p1qbp3/3p4/P2P4/2Q2P1P/1PP2PP1/RNBK3R w kq - 0 9,60,42,1.0
r1bkqbnr/pppp1ppp/2n5/4p3/4P3/8/PPPP1PPP/RNBKQBNR w KQkq - 0 2,52,36,0.0
r3kbnr/ppq2ppp/2n1p3/3p4/3P2b1/2PB4/PP2NPPP/RNBQ1RK1 w kq - 0 8,52,44,-1.0
8/8/7p/2k3bK/1p3rP1/1B1R4/8/8 w - - 26 71,61,29,-1.0
2krr3/1b6/p1p3p1/1p3p1p/6n1/3PB1PB/PP2PP1P/2R1R1K1 w - - 2 25,36,30,1.0
r3rk2/pp3pp1/1nq2n2/2pp3p/b3pN1P/P1PPPPQ1/2P3P1/R1BBR1K1 w - - 2 15,44,42,-1.0
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,57,42,-1.0
1k5r/2prq3/Q4bpp/p3p3/p3Pp2/5P2/PPP3PP/1KR1R3 w - - 8 31,58,57,0.0
r1bk3r/pp2q1pp/2p4n/2npQp2/8/1P2PN1P/PNPP2P1/1KR2B1R w KQ - 3 14,44,34,0.0
r1bqk2r/pp1pppbp/2n2np1/8/4P3/1N6/PPP1BPPP/RNBQK2R w KQkq - 4 7,62,45,1.0
7b/1p6/1p2K3/2p5/P1P5/1PkP4/8/8 w - - 3 53,27,18,1.0
1kr5/pp4p1/2np1p2/7q/3rPP2/1R6/PNP3QP/1KR5 w - - 0 24,33,39,-1.0
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,62,45,0.0
1kn5/1ppq4/p2p4/PP4rp/1QPR1p2/5P2/5RP1/1K6 w - - 0 33,48,40,1.0
1kr1r3/1bp4p/pp4p1/5p2/2PPpNnP/qNQ1P3/P4PP1/1KR2R2 w - - 0 20,24,16,1.0
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,51,35,0.0
8/1k2r1p1/5p1p/1P6/1KBR3P/5bP1/5P2/8 w - - 19 54,50,52,0.0
4r1k1/3q1pb1/br1p3p/RNpPn3/4P2n/4BP2/1P1Q1R1P/4NB1K w - - 11 31,23,51,1.0
1k5r/1p4p1/p1n1Qb2/P1p2p2/1r2p3/2NPq2P/1PP4R/1K1R1B2 w - - 8 30,58,57,-1.0
8/4Bp1k/4b3/6R1/2p1P2P/2P1KP2/7r/8 w - - 5 50,9,15,1.0
r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,61,34,0.0
8/4n3/8/8/3p1NK1/2kN4/8/r7 w - - 8 79,5,0,1.0
r1bk3r/pp3ppp/2qb1n2/3pn3/5Q2/2N1P2P/2PPN1P1/R1BK1B1R w KQkq - 2 14,25,43,-1.0
3r4/pp3pkp/6p1/3Pq1P1/4Nn2/PQ3P2/1PP5/1K1R4 w - - 7 29,62,54,1.0
rn1qkb1r/pbpp1ppp/1p2pn2/8/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq - 2 5,58,49,-1.0
r1bkqbnr/pppp2pp/2n5/4pp2/8/2N3P1/PPPPPP1P/R1BKQBNR w KQkq - 0 3,53,37,1.0
rnbq1rk1/pp2ppbp/5np1/3P4/3P4/2N2N2/PP3PPP/R1BQKB1R w KQ - 3 8,60,62,1.0
3r4/k2r1q2/1pn1n1p1/5p2/N6Q/1P1PP1PR/PB6/1K1R4 w - - 1 36,62,59,-1.0
r3r1k1/5ppp/1pbb1n2/1ppp4/6P1/PP1PPN1P/1KP3B1/R3BR2 w - - 2 23,22,43,-1.0
2bkr3/1pp3pp/3p1n2/r3n2N/1p6/1P6/PBPPB2q/1KR1Q1R1 w - - 0 18,14,15,-1.0
3r1k2/ppp2ppp/5nb1/2b5/6P1/2N1KN1P/PP4B1/R6R w - - 5 21,43,34,0.0
8/6k1/1R6/7p/5P2/6P1/6K1/r7 w - - 15 87,46,54,0.0
8/bp6/p1p5/P2pPkp1/1P1P1r1p/2PK3P/6R1/6N1 w - - 12 41,28,29,-1.0
1r2r1k1/5pp1/7q/1Q3P2/pP1p1n1P/P7/1BPP3R/1KR5 w - - 3 33,56,57,0.0
k3r1r1/pp6/2p5/4b3/4Ppbp/2N5/PPP1NR2/1K5R w - - 0 31,23,30,1.0
8/5k2/7P/6K1/5P2/8/5P2/r7 w - - 1 52,54,53,-1.0
r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 w - - 0 11,50,34,-1.0
2r1r1k1/4qppb/1p2p2p/p1p1n3/2Pp4/PP1P2P1/1RQNPPBP/1R4K1 w - - 2 23,51,36,1.0
1kr1qbnr/ppp1pppp/2n5/3p1b2/3P1B2/5N2/PPP1PPPP/RN1KQB1R w kq - 5 4,59,57,0.0
1k1rq2r/1pp3pp/p1n1pp2/1nbp3b/3P3P/PQ2PN2/1PP2PPB/1KR2B1R w - - 0 14,61,34,1.0
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,52,44,1.0
8/pbk2N2/8/2p1bBp1/4P3/5P2/P1KPn3/8 w - - 0 35,43,36,-1.0
r1b1k1nr/pppp1ppp/2N2q2/2b5/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 1 6,59,45,0.0
1kr1qbnr/ppp1p1pp/5p2/5b2/1nNPp3/2N5/PPP2PPP/R1BKQB1R w kq - 2 7,59,57,-1.0
8/2p3p1/4k2p/2P1Pn2/1P2K3/r1BR2P1/8/8 w - - 9 45,53,44,0.0
r1bqkb1r/pp3ppp/2n1pn2/2p5/2Pp4/1P2PNP1/P2P1PBP/RNBQK2R w KQkq - 1 7,57,42,0.0
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,51,43,-1.0
4rr2/pkpq2b1/1p6/4pp2/3n2pP/2NP2P1/PPP2Q2/1KBR1R2 w - - 0 20,57,49,0.0
1kr1q2r/pp2nbb1/7p/2ppnpp1/8/1PN1P3/P1P1NPPP/1KBRQB1R w - - 0 15,42,34,0.0
5R2/2pk4/pp5p/3PP3/P6r/2KP4/8/8 w - - 5 46,58,51,-1.0
1k2rrq1/2p3b1/1p5p/p3nnp1/3pNN2/3P2PP/PPP5/1KB1RR1Q w - - 0 23,46,38,-1.0
8/5p1k/3pr3/2p3R1/2P3p1/1P4K1/5P2/8 w - - 0 47,39,30,0.0
k7/1p1n4/p1nq4/2ppb1p1/N5Pp/3PP2P/PP1B4/1K4QB w - - 0 27,44,35,-1.0
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 4 5,62,45,0.0
2kr4/1bp4p/1p3qp1/2p5/4PP2/3r3P/PPPN1Q2/2K2R2 w - - 0 31,27,19,-1.0
8/2pk4/4R3/3P1p2/2P5/3K4/8/7r w - - 5 45,43,51,0.0
3r4/k1p4p/p5p1/1pq1p3/8/PP1r1P2/K1P4P/3RQ3 w - - 0 33,35,19,1.0
1k1rqbnr/1pp1p1pp/p4pb1/3p4/1n1P2P1/2N1PN1P/PPPB1P2/1K1RQB1R w - - 2 10,42,25,0.0
1k3r1r/ppp5/1bn1b3/4ppqp/8/P1NP1QPB/1PP1N2P/1K2RR2 w - - 2 19,58,61,0.0
r3rk2/pp2qpp1/2p3b1/7p/4p1PP/1P2P3/PKPPB3/2R1QR2 w - - 0 16,55,39,-1.0
1kr4r/1ppb1p1p/pq3P2/2b1p3/3p3Q/3P1PN1/PPP3PP/R1BK3R w kq - 0 14,44,36,-1.0
2q1r1k1/1p6/2nrbp1p/p2pp1pn/PP6/2P1B1P1/1QN1PPBP/R2R2K1 w - - 0 23,59,43,1.0
5r1k/pp5p/2b1rq2/2P1p3/1P3n2/P2Q1N2/5PPP/R3RBK1 w - - 5 27,46,29,-1.0
r1b2rk1/bp4pp/p5n1/N6B/4pp2/4B2P/PPP2PP1/3R1RK1 w - - 0 22,37,29,1.0
1k3q2/2p5/1pn4p/4p1p1/n2pP1b1/1N1P2P1/P1PQ2BP/KN6 w - - 0 35,49,41,1.0
8/8/1pp5/p1k2P2/r7/8/3K4/5R2 w - - 0 66,25,24,1.0
rnbk1b1r/ppp2qp1/7p/3pPp2/3P1p2/2N5/PPP3PP/R2KQBNR w KQkq d6 0 9,51,35,1.0
2r3kr/p3np2/1p2p1pp/n3P3/2pPb3/P1P3P1/3B1PNP/R3R1K1 w - - 0 23,49,28,-1.0
r1bkq1nr/ppppb1pp/2n5/4ppB1/8/2NP4/PPP1PPPP/R2KQBNR w KQkq - 3 4,61,52,-1.0
5rk1/2p2rpp/1bn1R3/2q3B1/1p1p2P1/1Q1P1N2/1P3PP1/R5K1 w - - 2 25,43,34,0.0
r1bkq1nr/p1p2ppp/1pnp4/4p3/6P1/P1bP4/1PP1PPBP/R1BKQ1NR w KQkq - 0 6,25,18,0.0
1kr2bnr/pbp2qp1/1pn5/3ppP1p/8/1P2NP2/PBPP2PP/R2KQBNR w kq - 0 9,51,35,0.0
8/7p/p1k1n1p1/5p2/1Bp1p2b/2N1P2P/P1PK1PP1/8 w - - 16 57,59,31,0.0
8/5b1p/2p2kp1/5p2/r7/3K1P2/PR4PP/1B6 w - - 14 36,54,45,-1.0
r4rk1/1bpnqpp1/1p1ppn1p/8/p1PP4/1P4P1/PB1NPP1P/R1Q1RBK1 w - - 4 17,28,49,0.0
1k2r2r/pbpp2bp/1p4pn/4p1N1/8/1P1PNP2/PBP1K1PP/R6R w - - 2 18,58,60,0.0
1k2qr2/8/p1p4p/4r2P/2B1p3/4N1p1/PP4P1/K1R4R w - - 0 29,30,22,1.0
1k2r2r/pbpp4/1p3p2/2P2N2/1P1Pnq1P/P1NB2p1/4Rb2/1K1R1Q2 w - - 0 35,38,28,1.0
rnbkqbnr/ppp1pppp/8/3p4/8/8/PPPPPPPP/RNBKQBNR w KQkq - 0 1,51,35,1.0
8/k7/7p/2N1p3/8/pP1P1nP1/P4P2/1K6 w - - 0 40,44,36,0.0
r3r1k1/pp4pp/2nq2b1/8/3pn1PP/3N4/PPPB1Q2/2K1RB1R w - - 0 22,45,28,0.0
1kr2b1r/1pp2p2/pn2bp1p/4p3/q3P3/3B1N2/PPPNQPPP/RR3K2 w - - 0 12,48,40,1.0
5B2/8/8/pk5b/7P/PPK5/8/8 w - - 3 57,60,39,-1.0
rnb2rk1/pp2ppbp/3p1np1/2q5/4PP2/2NB1N2/PPP1Q1PP/R1B1K2R w KQ - 2 9,60,62,0.0
8/8/8/2p1k3/2P3R1/p5P1/1r6/1K6 w - - 8 69,14,9,0.0
8/1k6/pp1p4/8/1P2p1pP/5qP1/PKQ5/8 w - - 0 44,36,28,1.0
2R5/8/1k6/1p3b2/8/2P5/3K4/8 w - - 15 64,1,37,1.0
1r3b2/1p1b1p1k/2p4p/qnpPp1pP/p3P1P1/Pn2BP2/NPQ1B3/1K1R2R1 w - - 0 32,50,32,1.0
1R6/8/3K4/8/8/8/1pk5/8 w - - 1 63,18,10,0.0
3r4/1p3kp1/5p2/p1p1pP1p/P2rR2P/1P1PKP2/2P3R1/8 w - - 20 47,51,59,0.0
1k6/2p5/6Q1/2p4P/2P5/PK6/1P5P/3q4 w - - 3 45,27,3,1.0
3r2k1/p2q1pp1/1p2pb1p/1P6/3PQ3/4P1P1/r4PP1/1RR1N1K1 w - - 9 32,58,59,0.0
r4rk1/pbp1q3/1p1p1n1p/2nP1pp1/2PQp3/PPB3PN/4PPBP/R4RK1 w - - 3 17,51,34,1.0
k7/1n6/p1b2N2/6p1/PKPBp3/1R2P3/6P1/6r1 w - - 15 53,1,6,-1.0
2bq3r/1k3p2/3r2p1/p1pNn3/PpPpPR2/1P4QP/2P3B1/1K4R1 w - - 43 52,57,49,-1.0
rnbkqbnr/ppp1pppp/8/3p4/8/8/PPPPPPPP/RNBKQBNR w KQkq - 0 1,51,35,1.0
k3r3/r1p2p1p/1qp2Bp1/2R1N1P1/2P1bP2/pP6/P6P/2K1Q3 w - - 5 34,40,41,0.0
r2r2k1/p5bp/2p1p1p1/1pB1n3/4P3/8/PP2BPPP/R4RK1 w - - 1 19,61,59,-1.0
1k2r3/1pp1r2q/p2p2n1/Q4pp1/2BNb3/PP2P2P/2P3P1/1K1R1R2 w - - 4 25,53,55,0.0
1k3r1r/1bp4p/2n1p3/p1qp4/3b1P2/1R3BP1/NPP1N1Q1/1K1R4 w - - 0 24,48,32,1.0
k1r5/1p4p1/p7/2r1p3/q6p/P2QR2P/bBPR2P1/2K5 w - - 0 36,45,36,-1.0
rn1qbrk1/1p4p1/p1p1p2p/2Pp4/PP1PpP2/4PN2/2Q2PBP/R4RK1 w - - 0 16,37,28,0.0
1k1rqb1r/1pp1n1pp/p1n2pb1/3pp3/3P2P1/2N1P2P/PPPBNP2/1KR1QB1R w - - 2 11,62,52,-1.0
2k5/2pb2p1/3q4/3p2P1/p2P2Q1/8/1R6/6K1 w - - 4 50,60,51,0.0
8/p2B1k2/1p1b4/1P1p4/4b2B/P3P3/3K4/8 w - - 7 55,36,43,-1.0
1kr1r3/pppb3p/5nqb/5pp1/2B1p3/BPN1P3/P1PP1QPP/1KR2R2 w - - 4 16,61,60,-1.0
6k1/1p2Qpp1/2b1p3/4B2p/2P4P/1P4PK/5PB1/r5q1 w - - 2 32,51,42,0.0
1k6/p7/qp3p1b/3R3p/3NP3/NP1Q4/1K4rP/7R w - - 0 27,62,14,-1.0
6R1/5r2/8/8/8/7p/4K3/7k w - - 24 74,15,7,0.0
1rr5/3bq1pk/2pbn2p/3p1p2/Pp1Pp1nP/1P2P1PN/NBR1BP2/1KRQ4 w - - 2 23,62,55,0.0
8/1k6/p1p4R/3rp3/1p6/1P2K3/P1P5/8 w - - 0 40,50,42,0.0
r1bq1rk1/1pp1bppp/p2p1n2/nB2p3/4P3/2PP1N2/PP3PPP/RNBQR1K1 w - - 0 9,48,40,1.0
r2qr1k1/p1nnbppp/1p6/3pP3/3p4/4NN2/PP3PPP/R1BQR1K1 w - - 0 15,34,27,1.0
4rk2/2pqrppp/3b1n2/1p5b/p3Pp1Q/PB1P1N1P/1PP3P1/R1BKR3 w k - 0 18,32,24,1.0
r2q1r2/p4pkp/1p2p1p1/2nb4/8/1P3NP1/P2QPPBP/R4RK1 w - - 0 15,62,54,0.0
5r1k/p5pp/1pq5/7Q/8/2P2P2/P4P1P/3R3K w - - 2 28,60,61,0.0
1kr4r/1bp5/pp1b1q1p/4ppp1/2B2n2/P1NP1PQ1/1PPB2PP/1KR1R3 w - - 0 18,54,38,0.0
1b1r3k/p3qp1p/4p3/2pr1p2/2R5/1P2PQP1/P4P1P/3R1NK1 w - - 6 28,62,59,1.0
1k6/p5R1/1p6/1Pp2p2/P4P1P/2KP2P1/4r3/8 w - - 3 44,20,12,-1.0
7R/3r4/8/pkBn4/1P6/1K6/8/8 w - - 0 79,40,32,0.0
2k5/1p6/5R2/3PK3/1p2P3/8/1r6/8 w - - 0 44,15,9,-1.0
4r3/6p1/p1k2p2/1pbp3r/2n1b2p/PB2PN1P/1PP1R1P1/1KBR4 w - - 3 26,49,42,1.0
8/4kpp1/8/4P3/3R2P1/5KP1/7r/8 w - - 1 47,61,52,0.0
rnbkqbnr/ppp2ppp/8/3pp3/8/3P4/PPP1PPPP/RNBKQBNR w KQkq - 0 2,52,36,-1.0
r2qk2r/1b1nbpp1/ppn1p3/2p4p/P1NpP3/3P2PP/1PPB1PBN/R2Q1RK1 w kq - 0 13,48,40,1.0
1kr4r/pbpp1qpp/1pn2n2/2b1p3/2P1Pp2/2NP1P1P/PP3BP1/1KR1QBNR w - - 2 10,61,34,0.0
1k6/1pp5/2q5/p3P3/3pNP2/P2Pn3/KPP2R1p/4Rr2 w - - 0 38,7,5,1.0
1k3r2/pb6/1p3p1p/5N2/q2ppP2/P1r3P1/1PP4P/1KR1Q1R1 w - - 0 23,35,28,-1.0
8/1p1r1kp1/r1p2pn1/p2Pp2p/P3P3/1R3P1P/1P1N1P2/2R2K2 w - - 0 25,50,42,1.0
8/k1p5/1p6/p6q/P1PPp2p/1P2P1bP/2KB4/5Q2 w - - 6 44,46,39,-1.0
1kr5/p1b2rpp/1p6/7P/5p2/3P1R2/PP1B3P/1KR5 w - - 0 21,49,41,1.0
1kr3r1/1pp5/4b3/Q7/p1PpP3/3q1B1P/3N2P1/3K1R2 w - - 0 30,16,19,1.0
r2r2k1/4b3/pp1pp1p1/4n3/1P6/5N2/P2B2PP/4RRK1 w - - 0 25,53,44,0.0
k5r1/1p3p2/b7/Q3p3/3pP2p/5N1P/2R2Pr1/7K w - - 2 34,19,40,1.0
1krn3r/pb1pq1bp/1p4p1/5p2/2PPp3/1P6/PB3PPP/1KRQNB1R w - - 0 14,53,37,1.0
8/8/8/2p5/1p5R/1P2k1r1/2K5/8 w - - 20 79,27,20,0.0
1kr1qb1r/pbpp2pp/1pn2n2/4p3/4PP2/2N5/PPPB2PP/1KR1QBNR w - - 6 8,62,45,0.0
3r4/3r1k2/p3p1p1/1p1n1p1p/5P1P/PPbB1KR1/1BP2P2/1R6 w - - 2 28,50,51,-1.0
2b2rk1/2P2p1p/p5p1/q7/4Q3/5N1P/Pb3BP1/3R2K1 w - - 3 31,39,32,1.0
1kr1r3/pbpp4/1p3n2/1N6/3P1p2/3B2Pp/PP1Q2qP/1KRR4 w - - 0 24,38,29,1.0
3R2B1/8/5p2/npk1r1p1/6P1/1KP2P2/8/8 w - - 4 55,26,32,0.0
1kr5/1b6/pq2N1p1/1ppPbp2/P1n1p2p/2N1P1rP/1PP1Q1P1/1KBR2R1 w - - 2 27,43,36,1.0
1k4r1/p1p3pp/qp2Nn2/5PP1/1b3P2/4R1Q1/2Pp3P/R4K2 w - - 2 22,58,40,0.0
1kr1r3/1q4b1/Q1p3pp/1p2p3/4Rp2/5N2/PPP3PP/1K1R4 w - - 4 24,53,49,-1.0
1k6/pp3bp1/2q2p2/3p4/3P1b2/2P2BpP/P1Q2P2/K3B3 w - - 0 35,31,22,1.0
5r2/pkp5/1p6/3N2n1/4p1Q1/P6p/1PP1R2P/1K3q2 w - - 3 31,45,5,0.0
rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,61,54,-1.0
2k5/2N2p1p/2b3p1/4B1P1/P1P2P2/1P6/1K1r3P/8 w - - 1 48,59,11,0.0
6k1/R1P2p2/6p1/8/3nP1pP/2r3P1/5K2/8 w - - 0 48,10,27,1.0
r4rk1/pppbp1bp/3p4/2nP3q/2PN1p2/1P4P1/PB1Q1PBP/R4RK1 w - - 0 17,38,29,-1.0
8/1p2k3/2b2p2/2n5/6PK/8/1B3R2/8 w - - 0 67,44,34,1.0
2r4r/1k1n3p/1ppn4/3p1p2/1N1Pp1pP/1P2P1P1/2PN1P2/1K1R3R w - - 1 31,56,49,-1.0
r1bq1rk1/ppp1bppp/2n5/3p1n2/3P4/5N2/PPP2PPP/RNBQRBK1 w - - 0 10,51,35,-1.0
1k1r4/p3q1bp/Qpp1r1p1/4P3/P3R2P/8/1PP4B/1K2R3 w - - 1 32,60,59,-1.0
rn2k2r/ppq1bppp/2p1pn2/2Pp3b/3P3N/2Q1P2P/PP1N1PP1/R1B1KB1R w KQkq - 3 11,61,52,0.0
8/8/3k4/8/P2p4/3Q3P/6P1/4q2K w - - 5 47,13,4,0.0
r2k3r/ppp3p1/5pP1/1q5p/6nP/5N1Q/PPP3P1/1K2R2R w KQ - 4 21,36,30,1.0
5rk1/6pp/3p1rb1/R2Pp3/2P5/2N1n1P1/5PBP/6K1 w - - 0 42,10,20,-1.0
r1b2rk1/1p1nqppp/2p5/p3b3/4N3/P2BP3/1PQB1PPP/R4RK1 w - - 2 16,60,62,1.0
rnbqkb1r/1pp2ppp/p3pn2/8/2pP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 0 6,48,40,-1.0
1kr1r3/1ppb2p1/p4nq1/7p/2BPp3/1P4N1/P1RQ1PPP/K6R w - - 1 21,38,46,1.0
8/1kp2R2/1pb2Rn1/p7/P1P5/1P1P1p2/4r3/1K6 w - - 3 38,52,46,1.0
